Id,Type,Job Name,User Name,Date,Time,Print Pages,Color Pages
658,Print(Network),-,-,12/09/19,11:03:59,1,1
659,Print(Network),Formato Entrega de Factura,garreola,12/09/19,11:05:55,1,1
660,Print(Network),-,-,12/09/19,11:06:20,1,1
661,Print(Network),-,-,12/09/19,11:07:09,1,1
662,Print(Network),UNIRECB19 Reporte Mensual noviembre 2019.xlsx,ggonzalez,12/09/19,11:09:34,2,0
663,Print(Network),-,-,12/09/19,11:10:36,1,1
664,Print(Network),-,-,12/09/19,11:11:16,1,1
665,Print(Network),-,-,12/09/19,11:19:22,1,1
666,Print(Network),-,-,12/09/19,11:19:39,1,1
667,Print(Network),Documento1,garreola,12/09/19,11:20:03,1,1
668,Print(Network),-,-,12/09/19,11:24:34,2,2
669,Print(Network),ATU0510211L6FF0000002994 (003).pdf,mornelas,12/09/19,11:30:14,1,0
670,Print(Network),856be149-3cd4-4837-b020-8ccfa13f103d.pdf,asosa,12/09/19,11:31:01,1,0
671,Print(Network),COMPROBACION DE GASTOS Nuevos CLGs Real del Lago 2 Dic_2019.xlsx,groman,12/09/19,11:32:03,1,1
672,Print(Network),75c68145-488b-4c96-a475-77b946c7f6d9.pdf,asosa,12/09/19,11:42:44,1,0
673,Print(Network),PAGO TORRES CASTELAN & ASOCIADOS TOMA DE POSESION INMUEBLE ATLAC,mornelas,12/09/19,11:54:27,2,0
674,Print(Network),Reporte Mensual FIRMACB18 Noviembre19.xlsx,-,12/09/19,11:59:20,2,0
675,Print(Network),Papel de Trabajo CIB2911Nov.xlsx,-,12/09/19,11:59:36,1,0
676,Print(Network),TABLA DE AMORT 18151421.xls,garreola,12/09/19,12:00:08,1,1
677,Print(Network),Reporte Mensual Administrador Maestro FIRMACB19_Nov.xlsx,-,12/09/19,12:00:21,2,0
678,Print(Network),TABLA DE AMORT 18151421.xls,garreola,12/09/19,12:00:44,1,1
679,Print(Network),Papel de Trabajo CIB3213Nov.xlsx,-,12/09/19,12:01:05,1,0
680,Print(Network),Reporte de Mensual Nov 2019.xlsx,-,12/09/19,12:01:26,2,0
681,Print(Network),Papel de Trabajo CIB2777 Nov.xlsx,-,12/09/19,12:01:48,1,0
682,Print(Network),CÛdigo Civil Federal,mornelas,12/09/19,12:12:15,1,0
683,Print(Network),CÛdigo Civil Federal,mornelas,12/09/19,12:14:18,1,0
684,Print(Network),CÛdigo Civil Federal,mornelas,12/09/19,12:17:34,2,0
685,Print(Network),TABLA DE AMORT 18151461.xls,garreola,12/09/19,12:18:02,2,1
686,Print(Network),TABLA DE AMORT 18151461.xls,garreola,12/09/19,12:18:38,1,1
687,Print(Network),TABLA DE AMORT 18151461.xls,garreola,12/09/19,12:19:51,1,1
688,Print(Network),TABLA DE AMORT 18151461.xls,garreola,12/09/19,12:20:09,2,1
689,Print(Network),-,-,12/09/19,12:20:44,3,3
690,Print(Network),-,-,12/09/19,12:31:51,2,0
691,Print(Network),Semanario Judicial de la FederaciÛn - Tesis 2016150,mornelas,12/09/19,12:49:29,2,0
692,Print(Network),Reporte Mensual al 30Noviembre19.xlsx,-,12/09/19,12:59:27,2,0
693,Print(Network),Papel de Trabajo CIB3012 Nov.xlsx,-,12/09/19,12:59:43,1,0
694,Print(Network),-,-,12/09/19,13:23:36,1,1
695,Print(Network),-,-,12/09/19,13:23:54,1,1
696,Print(Network),-,-,12/09/19,13:47:13,2,2
697,Print(Network),-,-,12/09/19,13:47:33,2,2
698,Print(Network),-,-,12/09/19,13:47:57,2,2
699,Print(Network),-,-,12/09/19,13:48:20,1,1
700,Print(Network),BRN3C2AF46FF1DD_012829.pdf,ggonzalez,12/09/19,13:50:08,5,0
701,Print(Network),Resumen 1ra Q Diciembre 2019 SAA.PDF,asosa,12/09/19,13:53:05,5,0
702,Print(Network),Resumen 1ra Q Diciembre 2019.pdf,asosa,12/09/19,13:53:34,1,0
703,Print(Network),Resumen 1ra Q Diciembre 2019.pdf,asosa,12/09/19,13:53:54,1,0
704,Print(Network),Resumen 1ra Q Diciembre 2019.pdf,asosa,12/09/19,13:54:14,1,0
705,Print(Network),Resumen 1ra Q Diciembre 2019 SAO.PDF,asosa,12/09/19,13:54:34,5,0
706,Print(Network),Resumen 1ra Q Diciembre 2019 HTRX.PDF,asosa,12/09/19,13:55:09,5,0
707,Print(Network),UNICOCB17 (CupÛn 24).pdf,fderio,12/09/19,13:59:28,4,4
708,Print(Network),RECETA,amunguia,12/09/19,14:15:56,1,0
709,Print(Network),NOTA - PUNTOS A REVISAR CON PROMECAP,cgonzalez,12/09/19,14:38:50,2,0
710,Print(Network),Reporte Mensual FM Noviembre 2019.xlsx,sgonzalez,12/09/19,15:04:21,1,1
711,Print(Network),Comunicado Mensual,sgonzalez,12/09/19,15:04:53,1,1
712,Print(Network),FICHAS DE DEP”SITOS PLANFIA.xlsx,mpineda,12/09/19,15:45:18,1,1
713,Print(Network),FICHAS DE DEP”SITOS PLANFIA.xlsx,mpineda,12/09/19,15:45:44,2,2
714,Print(Network),ATT120201UR9FF0000003046.pdf,mornelas,12/09/19,15:54:18,1,0
715,Print(Network),EJERCICIO TABLA CREDITO.xlsx,garreola,12/09/19,16:06:26,2,1
716,Copy,-,-,12/09/19,16:07:12,2,2
717,Print(Network),-,-,12/09/19,16:12:44,1,1
718,Print(Network),-,-,12/09/19,16:13:01,1,1
719,Print(Network),EJERCICIO TABLA CREDITO.xlsx,garreola,12/09/19,16:15:08,2,1
720,Print(Network),Memorando,mornelas,12/09/19,16:32:48,2,0
721,Print(Network),AUTOS 2020.xlsx,amunguia,12/09/19,16:35:11,1,1
722,Print(Network),PAGO TORRES CASTELAN HONORARIOS POR DICTAMEN DE AMPARO INDIRECTO,mornelas,12/09/19,16:38:50,2,0
723,Print(Network),18141945 FRANCISCO PEREZ MONGES.xlsx,fderio,12/09/19,16:49:42,1,1
724,Print(Network),øQuÈ significa adjudicante  QuÈ es adjudicante y definiciÛn,mornelas,12/09/19,17:23:19,2,0
725,Print(Network),Diccionario JurÌdico.doc,mornelas,12/09/19,17:41:25,1,0
726,Print(Network),FLUJO EFECTIVO DICIEMBRE 2019.xlsx,amunguia,12/09/19,17:52:20,1,1
727,Print(Network),FLUJO EFECTIVO DICIEMBRE 2019.xlsx,amunguia,12/09/19,17:52:35,1,1
728,Print(Network),FLUJO EFECTIVO DICIEMBRE 2019.xlsx,amunguia,12/09/19,17:52:57,1,1
729,Print(Network),https:  www.bancomernetcash.com SMXBDNT7 mexiconetpibee_v7 serv,asosa,12/10/19,7:29:02,2,0
730,Print(Network),Banca ElectrÛnica PyME-BEP,asosa,12/10/19,7:30:57,1,0
731,Print(Network),Memorando,asosa,12/10/19,8:13:20,1,0
732,Print(Network),SOBRE GMB,asosa,12/10/19,8:14:23,1,1
733,Print(Network),ACFrOgC7WGTB9iCIchF83Y_OOykvSsDP9Ticljj...0vkRUXAoDZvD_wNM6O7hCV,garreola,12/10/19,8:18:17,3,3
734,Print(Network),ACFrOgC7WGTB9iCIchF83Y_OOykvSsDP9Ticljj...0vkRUXAoDZvD_wNM6O7hCV,garreola,12/10/19,8:19:26,6,6
735,Print(Network),SOBRE GMB,asosa,12/10/19,8:20:30,1,1
736,Print(Network),formato Mishell Rosales.pdf,mrosales,12/10/19,8:55:45,1,1
737,Print(Network),Carta de Instrucciones CIB 2720 10Dic2019,mcampero,12/10/19,9:42:31,2,2
738,Print(Network),Reporte Disp CIB2720 10Dic19.xlsx,mcampero,12/10/19,9:42:49,1,1
739,Print(Network),Archivo PDF,mcampero,12/10/19,9:43:10,1,1
740,Print(Network),NotificaciÛn de Reservas CIB2777.docx,-,12/10/19,9:47:05,2,2
741,Print(Network),Valores Residuales 06-12-2019.docx,-,12/10/19,9:51:22,2,2
742,Print(Network),Comunicado DistribuciÛn  10_12_19,sgonzalez,12/10/19,10:11:30,2,2
743,Print(Network),Reporte de DistribuciÛn MS Sindicado_10_11_2019.xlsx,sgonzalez,12/10/19,10:11:48,1,1
744,Print(Network),Carta Anexo T.docx,-,12/10/19,10:12:32,1,1
745,Print(Network),Carta Anexo T.docx,-,12/10/19,10:13:13,1,1
746,Print(Network),Carta Anexo T.docx,-,12/10/19,10:14:24,1,1
747,Print(Network),Carta Anexo T.docx,-,12/10/19,10:15:08,1,1
748,Print(Network),Archivo PDF,mmontes,12/10/19,10:15:48,2,2
749,Print(Network),Reporte de AdministraciÛn FM 3191 PF 10 Diciembre 19.xlsx,mcampero,12/10/19,10:23:33,1,1
750,Print(Network),-,-,12/10/19,10:23:48,2,2
751,Print(Network),Carta de InstrucciÛn F3191 10Dic2019,mcampero,12/10/19,10:24:11,2,2
752,Print(Network),Archivo PDF,groman,12/10/19,10:34:00,1,1
753,Print(Network),Reporte Mensual FM Noviembre 2019.xlsx,sgonzalez,12/10/19,10:35:25,1,1
754,Print(Network),Anexo D Reporte del Administrador Maestro Octubre MS.xlsb,sgonzalez,12/10/19,10:35:52,2,2
755,Print(Network),-,-,12/10/19,10:38:16,1,1
756,Print(Network),-,-,12/10/19,10:38:33,2,2
757,Print(Network),-,-,12/10/19,10:38:56,1,1
758,Print(Network),-,-,12/10/19,10:39:18,2,2
759,Print(Network),Reporte DispersiÛn 10 dic 19.xlsx,sgonzalez,12/10/19,10:41:33,1,1
760,Print(Network),Carta de Instrucciones F3191 InvPerm 10Dic2019,mcampero,12/10/19,10:43:00,2,2
761,Print(Network),Archivo PDF,mcampero,12/10/19,10:43:27,1,1
762,Print(Network),InstrucciÛn de DispersiÛn 10 dic 19,sgonzalez,12/10/19,10:44:01,2,2
763,Print(Network),Carta Anexo T_noviembre,dpadillag,12/10/19,10:46:12,1,1
764,Print(Network),Reporte DispersiÛn 10 dic 19.xlsx,sgonzalez,12/10/19,10:47:26,1,1
765,Print(Network),-,-,12/10/19,10:47:50,2,2
766,Print(Network),Memorando,abalcazar,12/10/19,10:48:03,4,0
767,Print(Network),Archivo PDF,amunguia,12/10/19,10:52:27,4,2
768,Print(Network),Archivo PDF,amunguia,12/10/19,10:53:06,3,0
769,Print(Network),Archivo PDF,amunguia,12/10/19,10:53:30,3,0
770,Print(Network),Archivo PDF,amunguia,12/10/19,10:53:53,3,0
771,Print(Network),Archivo PDF,amunguia,12/10/19,10:54:17,3,0
772,Print(Network),Archivo PDF,amunguia,12/10/19,10:54:40,3,0
773,Print(Network),Archivo PDF,amunguia,12/10/19,10:55:04,3,0
774,Print(Network),Archivo PDF,amunguia,12/10/19,10:55:28,3,0
775,Print(Network),Carta de Instrucciones F3191 InvPerm 10Dic2019,mcampero,12/10/19,10:58:05,2,2
776,Print(Network),Factura ElectrÛnica H284688,abalcazar,12/10/19,10:58:37,2,0
777,Print(Network),Memorando,abalcazar,12/10/19,11:00:26,1,0
778,Print(Network),TAG PORTATIL $2000.pdf,abalcazar,12/10/19,11:03:34,2,2
779,Print(Network),R. Agregado Nov19.xlsx,mcampero,12/10/19,11:05:53,1,1
780,Print(Network),TAG CALCOMANIA $2000.pdf,abalcazar,12/10/19,11:06:04,2,2
781,Print(Network),-,-,12/10/19,11:10:39,2,2
782,Print(Network),Archivo PDF,amunguia,12/10/19,11:10:58,1,0
783,Print(Network),-,-,12/10/19,11:11:35,2,2
784,Print(Network),-,-,12/10/19,11:20:10,1,1
785,Print(Network),SOLICITUD DE TCE.xls,abalcazar,12/10/19,11:21:37,1,0
786,Print(Network),Documento1,garreola,12/10/19,11:29:03,1,1
787,Copy,-,-,12/10/19,11:29:46,3,3
788,Print(Network),Reporte de DispersiÛn FM 101219.xlsx,pmolano,12/10/19,11:30:56,1,1
789,Print(Network),InstrucciÛn de DispersiÛn F 1297,pmolano,12/10/19,11:31:08,3,3
790,Print(Network),SOLICITUD DE TCE.xls,abalcazar,12/10/19,11:31:34,1,0
791,Print(Network),TABLA DE AMORT 18151507.xls,fderio,12/10/19,11:33:01,1,1
792,Print(Network),TABLA DE AMORT 18151507.xls,fderio,12/10/19,11:33:13,1,1
793,Print(Network),Formato de acuse1.xlsx,mcampero,12/10/19,11:33:35,1,0
794,Print(Network),Formato de acuse1.xlsx,mcampero,12/10/19,11:33:56,1,0
795,Print(Network),18151150 RAMOS GARCIA BLANCA.xlsx,fderio,12/10/19,11:35:53,1,1
796,Print(Network),document,abalcazar,12/10/19,11:38:05,3,0
797,Print(Network),CONT AAT -LOMOS,mrosales,12/10/19,11:41:08,1,1
798,Print(Network),1. Etiquetas sobre para envÌo,mcampero,12/10/19,11:45:19,2,2
799,Print(Network),SOLICITUD DE TCE.xls,abalcazar,12/10/19,11:46:54,1,0
800,Print(Network),SOLICITUD DE TCE.xls,abalcazar,12/10/19,11:48:58,1,0
801,Print(Network),SOLICITUD DE TCE.xls,abalcazar,12/10/19,11:50:59,1,0
802,Print(Network),Formato de acuse1.xlsx,mcampero,12/10/19,11:51:59,1,0
803,Print(Network),Archivo PDF,amunguia,12/10/19,11:54:18,6,0
804,Print(Network),Archivo PDF,amunguia,12/10/19,11:54:48,4,0
805,Print(Network),Archivo PDF,amunguia,12/10/19,11:55:06,3,0
806,Print(Network),Archivo PDF,amunguia,12/10/19,11:55:31,3,0
807,Print(Network),Archivo PDF,amunguia,12/10/19,11:55:54,3,0
808,Print(Network),Archivo PDF,amunguia,12/10/19,11:56:18,3,0
809,Print(Network),Archivo PDF,amunguia,12/10/19,11:56:41,3,0
810,Print(Network),Archivo PDF,amunguia,12/10/19,11:57:05,3,0
811,Print(Network),SOLICITUD DE TCE.xls,abalcazar,12/10/19,11:58:42,1,0
812,Print(Network),1. Etiquetas sobre CIB2838 Emisor Otros,mcampero,12/10/19,12:00:01,1,1
813,Copy,-,-,12/10/19,12:03:25,1,0
814,Copy,-,-,12/10/19,12:04:04,1,0
815,Copy,-,-,12/10/19,12:04:33,1,0
816,Copy,-,-,12/10/19,12:05:04,1,0
817,Print(Network),AAT - ConciliaciÛn bancaria Nov 19 Banco Invex.xlsx,mrosales,12/10/19,12:17:57,1,0
818,Print(Network),Formato de Vacaciones TRC_ Lorena Dur·n.pdf,abalcazar,12/10/19,12:37:22,1,1
819,Print(Network),Formato de Vacaciones TRC_ Mario Garza.pdf,abalcazar,12/10/19,12:37:41,1,1
820,Print(Network),Formato de Vacaciones TRC_ Guillermo Malo_.pdf,abalcazar,12/10/19,12:38:00,1,1
821,Print(Network),UNIRECB19 Reporte Mensual noviembre 2019.xlsx,ggonzalez,12/10/19,12:40:35,2,2
822,Print(Network),TABLA DE AMORT 18151372.xls,fderio,12/10/19,12:58:47,1,1
823,Print(Network),TABLA DE AMORT 18151372.xls,fderio,12/10/19,12:59:25,1,1
824,Print(Network),CARTA CANCELACI”N HIPOTECA.PDF,raguirre,12/10/19,13:02:35,1,1
825,Print(Network),CARTA CANCELACI”N HIPOTECA.PDF,raguirre,12/10/19,13:02:50,1,1
826,Print(Network),CARTA CANCELACI”N HIPOTECA.PDF,raguirre,12/10/19,13:03:11,1,1
827,Print(Network),Documento1,gmalo,12/10/19,13:06:27,1,1
828,Print(Network),TABLA DE AMORT 18150372.xls,fderio,12/10/19,13:08:21,1,1
829,Print(Network),TABLA DE AMORT 18150372.xls,garreola,12/10/19,13:08:32,1,1
830,Print(Network),https:  www.bancanetempresarial.banamex...e4 J1UEC69NEOCHHSG0VSG,amunguia,12/10/19,13:11:36,1,0
831,Print(Network),TABLA DE AMORT 18150887.xls,fderio,12/10/19,13:13:05,1,1
832,Print(Network),Banca ElectrÛnica PyME-BEP,amunguia,12/10/19,13:13:16,1,0
833,Print(Network),Banca ElectrÛnica PyME-BEP,amunguia,12/10/19,13:13:37,1,0
834,Print(Network),Banca ElectrÛnica PyME-BEP,amunguia,12/10/19,13:13:57,1,0
835,Print(Network),Banca ElectrÛnica PyME-BEP,amunguia,12/10/19,13:14:18,1,0
836,Print(Network),Banca ElectrÛnica PyME-BEP,amunguia,12/10/19,13:14:37,1,0
837,Print(Network),Banca ElectrÛnica PyME-BEP,amunguia,12/10/19,13:14:57,1,0
838,Print(Network),TABLA DE AMORT 18150887.xls,fderio,12/10/19,13:15:17,1,1
839,Print(Network),Comprobante (22).pdf,amunguia,12/10/19,13:15:38,1,0
840,Print(Network),Comprobante (23).pdf,amunguia,12/10/19,13:16:13,1,0
841,Print(Network),Comprobante Pago Mismo Banco,amunguia,12/10/19,13:23:36,1,0
842,Print(Network),18150876 CARLOS ANDRADE GASTELUM.xlsx,fderio,12/10/19,13:23:50,1,1
843,Print(Network),Comprobante Pago Mismo Banco,amunguia,12/10/19,13:24:56,1,0
844,Print(Network),Comprobante Pago Mismo Banco,amunguia,12/10/19,13:26:25,1,0
845,Print(Network),Comprobante Pago Mismo Banco,amunguia,12/10/19,13:26:39,1,0
846,Print(Network),Comprobante Pago Mismo Banco,amunguia,12/10/19,13:28:41,1,0
847,Print(Network),Comprobante Pago Mismo Banco,amunguia,12/10/19,13:28:57,1,0
848,Print(Network),Primer Modif Ctto Rec Adeudo y CrÈdito HTRX y HTRX 1 (07.11.19),asosa,12/10/19,13:29:11,3,0
849,Print(Network),ACTIVOS HTRX Resoluciones Consejo (11.11.19)_,asosa,12/10/19,13:29:52,3,0
850,Print(Network),ACTIVOS HTRX UNO Resoluciones Consejo DistribuciÛn Recursos de ,asosa,12/10/19,13:30:12,5,0
851,Print(Network),Resoluciones Consejo  Terracota_291019 (001) (002)1,asosa,12/10/19,13:30:47,3,0
852,Print(Network),Primer Modif Ctto Rec Adeudo y CrÈdito HTRX y HTRX 1 (07.11.19),asosa,12/10/19,13:31:18,3,0
853,Print(Network),Comprobante Pago CIE,amunguia,12/10/19,13:31:48,1,0
854,Print(Network),LOANLEDGER,ggonzalez,12/10/19,13:32:43,1,1
855,Print(Network),LOANLEDGER,ggonzalez,12/10/19,13:32:54,1,1
856,Print(Network),LOANLEDGER,ggonzalez,12/10/19,13:33:16,1,1
857,Print(Network),LOANLEDGER,ggonzalez,12/10/19,13:33:37,1,1
858,Print(Network),LOANLEDGER,ggonzalez,12/10/19,13:33:59,1,1
859,Print(Network),LOANLEDGER,ggonzalez,12/10/19,13:34:20,1,1
860,Print(Network),LOANLEDGER,ggonzalez,12/10/19,13:34:42,1,1
861,Print(Network),LOANLEDGER,ggonzalez,12/10/19,13:35:04,1,1
862,Print(Network),LOANLEDGER,ggonzalez,12/10/19,13:35:25,1,1
863,Print(Network),LOANLEDGER,ggonzalez,12/10/19,13:35:48,1,1
864,Print(Network),Comprobante Pago CIE,amunguia,12/10/19,13:36:10,1,0
865,Print(Network),Comprobante Pago CIE,amunguia,12/10/19,13:36:30,1,0
866,Print(Network),Comprobante Pago Interbancario,amunguia,12/10/19,13:37:52,1,0
867,Print(Network),LOANLEDGER,ggonzalez,12/10/19,13:38:04,1,1
868,Print(Network),LOANLEDGER,ggonzalez,12/10/19,13:38:23,1,1
869,Print(Network),LOANLEDGER,ggonzalez,12/10/19,13:38:45,1,1
870,Print(Network),LOANLEDGER,ggonzalez,12/10/19,13:39:07,1,1
871,Print(Network),LOANLEDGER,ggonzalez,12/10/19,13:39:29,1,1
872,Print(Network),data:,amunguia,12/10/19,13:42:09,1,0
873,Print(Network),https:  www.bancanetempresarial.banamex...x bestbanking spanishd,amunguia,12/10/19,13:43:50,1,0
874,Print(Network),https:  www.bancanetempresarial.banamex...x bestbanking spanishd,amunguia,12/10/19,13:44:00,1,0
875,Print(Network),Comprobante (24).pdf,amunguia,12/10/19,13:46:52,1,0
876,Print(Network),PapelTrabajo CIB3176 noviembre 2019.xlsx,ggonzalez,12/10/19,13:47:15,1,0
877,Print(Network),Comprobante (25).pdf,amunguia,12/10/19,13:47:59,1,0
878,Print(Network),Reporte de DistribuciÛn MS Sindicado_mensual.xlsx,sgonzalez,12/10/19,13:54:13,1,1
879,Print(Network),statement2019_12.pdf,asosa,12/10/19,13:58:05,6,0
880,Print(Network),Comprobante Pago Mismo Banco,amunguia,12/10/19,14:01:31,1,0
881,Print(Network),Comprobante Pago Mismo Banco,amunguia,12/10/19,14:03:03,1,0
882,Print(Network),Memorando,abalcazar,12/10/19,14:26:56,1,0
883,Print(Network),Reporte de DistribuciÛn MS Sindicado_10_12_2019.xlsx,sgonzalez,12/10/19,14:29:21,1,1
884,Print(Network),DHL 2719536540.pdf,abalcazar,12/10/19,14:30:41,1,0
885,Print(Network),PP0000000567.pdf,asosa,12/10/19,14:34:12,1,0
886,Print(Network),PP0000000566.pdf,asosa,12/10/19,14:34:26,1,0
887,Print(Network),PP0000000567.pdf,asosa,12/10/19,14:34:46,1,0
888,Print(Network),PP0000000566.pdf,asosa,12/10/19,14:35:06,1,0
889,Print(Network),Anexo D Reporte del Administrador Maestro Noviembre MS.xlsb,sgonzalez,12/10/19,14:37:40,2,2
890,Print(Network),Reporte de Administracion Semanal 10 dic 2019.xlsb,sgonzalez,12/10/19,14:38:33,2,2
891,Print(Network),Reporte de DistribuciÛn MS Sindicado_mensual.xlsx,sgonzalez,12/10/19,14:43:16,1,1
892,Print(Network),ACUSE DE RECIBO,mcavazos,12/10/19,15:24:30,1,0
893,Print(Network),Alejandra Munguia 1ra Q Nov 19.pdf,abalcazar,12/10/19,15:44:26,1,0
894,Print(Network),Adaelsi Sosa 1ra Q Nov 19.pdf,abalcazar,12/10/19,15:44:40,1,0
895,Print(Network),Guillermo Malo 1ra Q Nov 19.pdf,abalcazar,12/10/19,15:45:00,1,0
896,Print(Network),Edgar Maceda 1ra Q Nov 19.pdf,abalcazar,12/10/19,15:45:20,1,0
897,Print(Network),Alejandro Schwedhelm 1ra Q Nov 19.pdf,abalcazar,12/10/19,15:45:40,1,0
898,Print(Network),Angelica Balcazar 1ra Q Nov 19.pdf,abalcazar,12/10/19,15:46:00,1,0
899,Print(Network),Marco Herrera 1ra Q Nov 19.pdf,abalcazar,12/10/19,15:46:20,1,0
900,Print(Network),Alicia MartÌnez 1ra Q Nov 19.pdf,abalcazar,12/10/19,15:48:56,1,0
901,Print(Network),CÈsar Alvarez 1ra Q Nov 19.pdf,abalcazar,12/10/19,15:49:10,1,0
902,Print(Network),Daniel Soria 1ra Q Nov 19.pdf,abalcazar,12/10/19,15:49:30,1,0
903,Print(Network),Cristina Gonz·lez 1ra Q Nov 19.pdf,abalcazar,12/10/19,15:49:51,1,0
904,Print(Network),Alejandra Estrada 1ra Q Nov 19.pdf,abalcazar,12/10/19,15:50:11,1,0
905,Print(Network),Diana Padilla 1ra Q Nov 19.pdf,abalcazar,12/10/19,15:50:31,1,0
906,Print(Network),Alejandro PÈrez 1ra Q Nov 19.pdf,abalcazar,12/10/19,15:50:51,1,0
907,Print(Network),Memorando,garreola,12/10/19,15:57:36,1,0
908,Print(Network),Memorando,garreola,12/10/19,15:57:53,1,0
909,Print(Network),Memorando,garreola,12/10/19,15:58:10,1,0
910,Print(Network),Memorando,garreola,12/10/19,15:58:30,1,1
911,Print(Network),Karla Rosado 1ra Q Nov 19.pdf,abalcazar,12/10/19,16:02:27,1,0
912,Print(Network),Guarasi Rom·n 1ra Q Nov 19.pdf,abalcazar,12/10/19,16:02:41,1,0
913,Print(Network),Gabriela Moreno 1ra Q Nov 19.pdf,abalcazar,12/10/19,16:03:01,1,0
914,Print(Network),Fabiola Derio 1ra Q Nov 19.pdf,abalcazar,12/10/19,16:03:21,1,0
915,Print(Network),Gabriela Gonz·lez 1ra Q Nov 19.pdf,abalcazar,12/10/19,16:03:41,1,0
916,Print(Network),Gabriela Arreola 1ra Q Nov 19.pdf,abalcazar,12/10/19,16:04:01,1,0
917,Print(Network),Emmanuel Gonz·lez 1ra Q Nov 19.pdf,abalcazar,12/10/19,16:04:21,1,0
918,Print(Network),Sergio Garcia 1ra Q Nov 19.pdf,abalcazar,12/10/19,16:07:08,1,0
919,Print(Network),Sarash GarcÌa 1ra Q Nov 19.pdf,abalcazar,12/10/19,16:07:22,1,0
920,Print(Network),Roberto Aguirre 1ra Q Nov 19.pdf,abalcazar,12/10/19,16:07:43,1,0
921,Print(Network),Monica Campero 1ra Q Nov 19.pdf,abalcazar,12/10/19,16:08:03,1,0
922,Print(Network),Lorena Dur·n 1ra Q Nov 19.pdf,abalcazar,12/10/19,16:08:23,1,0
923,Print(Network),Mildred Cavazos 1ra Q Nov 19.pdf,abalcazar,12/10/19,16:08:43,1,0
924,Print(Network),Marcos Montes 1ra Q Nov 19.pdf,abalcazar,12/10/19,16:09:03,1,0
925,Print(Network),Miguel ValdÈz 1ra Q Nov 19.pdf,abalcazar,12/10/19,16:09:24,1,0
926,Print(Network),Mario Pineda 1ra Q Nov 19.pdf,abalcazar,12/10/19,16:09:43,1,0
927,Print(Network),Mario Garza 1ra Q Nov 19.pdf,abalcazar,12/10/19,16:10:04,1,0
928,Print(Network),Marilin MartÌnez 1ra Q Nov 19.pdf,abalcazar,12/10/19,16:10:24,1,0
929,Print(Network),Sergio Gonz·lez 1ra Q Nov 19.pdf,abalcazar,12/10/19,16:10:44,1,0
930,Copy,-,-,12/10/19,16:16:19,4,4
931,Print(Network),Anexo D Reporte del Administrador Maestro Noviembre MS.xlsb,dpadillag,12/10/19,16:43:25,2,2
932,Print(Network),Etiquetas Deutsche,pmolano,12/10/19,16:44:08,1,1
933,Print(Network),-,-,12/10/19,16:53:21,1,1
934,Print(Network),Carta AnexoT Nov 2019,mcampero,12/10/19,16:57:52,1,1
935,Print(Network),Anexo D Reporte del Administrador Maestro Noviembre MS.xlsb,sgonzalez,12/10/19,17:11:49,2,2
936,Print(Network),Reporte de DistribuciÛn MS Sindicado_mensual.xlsx,sgonzalez,12/10/19,17:12:10,1,1
937,Copy,-,-,12/10/19,17:17:49,7,7
938,Print(Network),WinZip,mmontes,12/10/19,17:18:45,1,0
939,Print(Network),80FF4AE4-4010-4E3B-8CCE-AA0640FADC6C.pdf,abalcazar,12/10/19,17:19:44,1,0
940,Print(Network),COMIDA FIN DE A—O 2019.xlsx,amunguia,12/10/19,17:24:05,2,0
941,Print(Network),COMIDA FIN DE A—O 2019.xlsx,amunguia,12/10/19,17:24:46,1,0
942,Print(Network),Archivo PDF,amunguia,12/10/19,17:27:41,3,0
943,Print(Network),Archivo PDF,amunguia,12/10/19,17:28:02,3,0
944,Print(Network),REPORTE DE ADM MTRA MENSUAL UNICOCB17.xlsx,mcampero,12/10/19,17:33:27,2,2
945,Print(Network),SOLICITUD DE TCE.xls,abalcazar,12/10/19,17:33:44,1,0
946,Print(Network),Memorando,abalcazar,12/10/19,17:34:31,2,0
947,Copy,-,-,12/10/19,17:38:20,1,0
948,Print(Network),Reporte Semanal al 06Dic19.xlsx,-,12/10/19,17:42:16,1,0
949,Print(Network),Reporte de DistribuciÛn MS Sindicado_mensual.xlsx,sgonzalez,12/10/19,17:50:17,1,1
950,Print(Network),Reporte de DistribuciÛn MS Sindicado_mensual.xlsx,sgonzalez,12/10/19,17:50:32,1,1
951,Print(Network),Reporte de DistribuciÛn MS Sindicado_mensual.xlsx,sgonzalez,12/10/19,17:50:54,1,1
952,Print(Network),SOLICITUD DE TCE.xls,abalcazar,12/10/19,17:51:16,1,0
953,Print(Network),Anexo D Reporte del Administrador Maestro Octubre MS.xlsb,dpadillag,12/10/19,17:51:38,2,2
954,Print(Network),Anexo D Reporte del Administrador Maestro Octubre MS.xlsb,dpadillag,12/10/19,17:52:00,2,2
955,Print(Network),Anexo D Reporte del Administrador Maestro Octubre MS.xlsb,dpadillag,12/10/19,17:52:24,2,2
956,Print(Network),Anexo D Reporte del Administrador Maestro Noviembre MS.xlsb,dpadillag,12/10/19,17:52:47,2,2
957,Print(Network),Anexo D Reporte del Administrador Maestro Noviembre MS.xlsb,dpadillag,12/10/19,17:53:11,2,2
958,Print(Network),Anexo D Reporte del Administrador Maestro Noviembre MS.xlsb,dpadillag,12/10/19,17:53:34,2,2
